id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. no hidden fees. all-new tv experience. 50+ top channels. nhl. no hidden fees. hassle-free tv. no hidden fees. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports, fs1.",-,-,-,82.91,Easy,6th and 7th grade,67,49,9,9,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. hit movies. prices starting at $7.99. unlimited streaming. hbo. 50+ live tv channels. live tv. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,3th and 4th grade,63,48,5,9,,,
-,-,"enjoy all your favorite espnu sports coverage live on hulu. start free trial now! watch live news. no hidden fees. all-new tv experience. 50+ top channels. hassle-free tv. nhl. brands: btn, abc, tnt, espn, cbs sports, fox, nbcsn, nbc golf, fox sports.",-,-,-,82.31,Easy,7th and 8th grade,60,42,7,10,,,
-,-,"currynt hbo episodes, past seasons and hit movies. add hbo on hulu now. hit movies. prices starting at $7.99. showtime. live tv.",-,-,-,97.91,Very Easy,7th and 8th grade,27,22,3,5,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! live tv. hit movies. prices starting at $7.99. unlimited streaming. all your tv in one place. showtime. 50+ live tv channels. hbo. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,87.52,Easy,6th and 7th grade,61,46,5,9,,,
-,-,"enjoy all of your favorite shows & movies on hulu. start your free trial! 50+ live tv channels. unlimited streaming. hit movies. prices starting at $7.99. live tv. showtime. hbo. all your tv in one place. shows: grey's anatomy, rick and morty, this is us, empire.",-,-,-,89.24,Easy,5th and 6th grade,59,45,6,9,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! live tv. showtime. all your tv in one place. hbo. prices starting at $7.99. unlimited streaming. hit movies. 50+ live tv channels. shows: grey's anatomy, rick and morty, this is us, empire, the voice, will and grace, power.",-,-,-,86.3,Easy,6th and 7th grade,68,52,5,10,,,
-,-,"catch up with the latest episodes or binge from the beginning - only on hulu! showtime. all your tv in one place. hit movies. prices starting at $7.99. 50+ live tv channels. live tv. unlimited streaming. hbo. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,87.11,Easy,3th and 4th grade,63,48,5,9,,,
-,-,"enjoy all your favorite fox sports coverage live on hulu. start free trial now! watch live news. no hidden fees. all-new tv experience. no hidden fees. 50+ top channels. no hidden fees. hassle-free tv. no hidden fees. watch live tv & sports. no hidden fees. 7 day free trial. brands: fx, cbs, hgtv, epix, abc, cnn, nbc, e!, usa.",-,-,-,92.29,Very Easy,5th and 6th grade,78,58,13,8,,,
-,-,"experience 50+ live & on demand channels + hulus huge streaming library. all-new tv experience. no hidden fees. 7 day free trial. 50+ top channels. watch live tv & sports. no hidden fees. enhanced cloud dvr. hassle-free tv. brands: hbo, fs1, cbs, fx, cnn international. all your tv together in one place. choose the plan for you and try 30 days free! all your tv in one place. hbo. 50+ live tv channels. 30 day free trial. showtime. unlimited streaming. current episodes next day. hit movies. shows: grey's anatomy, rick and morty, this is us, empire, the voice.",-,-,-,82.41,Easy,7th and 8th grade,133,95,16,19,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,13
,,,,,,,,,,,,,,Easy,68
,,,,,,,,,,,,,,Fairly Easy,13
,,,,,,,,,,,,,,Standard,6
,,,,,,,,,,,,,,Fairly Difficult,0
,,,,,,,,,,,,,,Difficult,0
,,,,,,,,,,,,,,Very Confusing,0
